ENTITY_CD,ENTITY_NAME,County,District Code,District Name,ACC_YEAR,ACCOUNTABILITYMEASURE,ACC_NAME
421800010025,HUGHES ELEMENTARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,American Indian or Alaska Native
421800010025,HUGHES ELEMENTARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010028,SEYMOUR DUAL LANGUAGE ACADEMY,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010031,HURLBUT W SMITH K-8 SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Students with Disabilities
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,American Indian or Alaska Native
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Asian or Native Hawaiian/Other Pacific Islander
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Hispanic or Latino
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,White
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Female
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Not Economically Disadvantaged
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Multiracial
421800010040,HENNINGER HIGH SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Not Black or African American
421800010041,DELAWARE ACADEMY,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Asian or Native Hawaiian/Other Pacific Islander
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010058,EXPEDITIONARY LEARNING MIDDLE SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800010058,EXPEDITIONARY LEARNING MIDDLE SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010060,WESTSIDE ACADEMY AT BLODGETT,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,All Students
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Students with Disabilities
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,American Indian or Alaska Native
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Asian or Native Hawaiian/Other Pacific Islander
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Black or African American
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Hispanic or Latino
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,White
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Economically Disadvantaged
421800010070,SYRACUSE LATIN SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Multiracial
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,All Students
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Students with Disabilities
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,American Indian or Alaska Native
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Asian or Native Hawaiian/Other Pacific Islander
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Black or African American
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Hispanic or Latino
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,White
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Economically Disadvantaged
421800010072,DELAWARE PRIMARY SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Multiracial
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Limited English Proficient
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Multiracial
421800860854,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,42,1800,Syracuse City SD,2015,Elementary/Middle-Level ELA,Migrant
421902040000,TULLY CENTRAL SCHOOL DISTRICT,42,1902,Tully CSD,2015,Elementary/Middle-Level ELA,Migrant
421902040001,TULLY JUNIOR-SENIOR HIGH SCHOOL,42,1902,Tully CSD,2015,Elementary/Middle-Level ELA,Migrant
421902040002,TULLY ELEMENTARY SCHOOL,42,1902,Tully CSD,2015,Elementary/Middle-Level ELA,Migrant
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Students with Disabilities
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,American Indian or Alaska Native
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Asian or Native Hawaiian/Other Pacific Islander
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Black or African American
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Hispanic or Latino
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,White
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Limited English Proficient
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Economically Disadvantaged
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level ELA,Multiracial
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Students with Disabilities
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,American Indian or Alaska Native
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Black or African American
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Hispanic or Latino
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,White
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Limited English Proficient
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Economically Disadvantaged
421201040001,ROCKWELL ELEMENTARY SCHOOL,42,1201,Onondaga CSD,2014,Elementary/Middle-Level MATH,Multiracial
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Students with Disabilities
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,American Indian or Alaska Native
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Black or African American
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Hispanic or Latino
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,White
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Limited English Proficient
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Economically Disadvantaged
421601060003,WATERMAN ELEMENTARY SCHOOL,42,1601,Skaneateles CSD,2014,Elementary/Middle-Level MATH,Multiracial
420101060000,WEST GENESEE CENTRAL SCHOOL DISTRICT,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060001,EAST HILL ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420101060001,EAST HILL ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060003,STONEHEDGE ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060005,ONONDAGA ROAD ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420101060005,ONONDAGA ROAD ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060006,SPLIT ROCK ELEMENTARY SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060008,WEST GENESEE MIDDLE SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420101060011,CAMILLUS MIDDLE SCHOOL,42,0101,West Genessee CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060000,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060001,ALLEN ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420303060001,ALLEN ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Black or African American
420303060001,ALLEN ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060002,KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060003,CICERO ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420303060003,CICERO ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060003,CICERO ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060004,LAKESHORE ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060004,LAKESHORE ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060008,SMITH ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420303060008,SMITH ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060008,SMITH ROAD ELEMENTARY SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060009,GILLETTE ROAD MIDDLE SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060009,GILLETTE ROAD MIDDLE SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060010,NORTH SYRACUSE JUNIOR HIGH SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420303060010,NORTH SYRACUSE JUNIOR HIGH SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420303060011,ROXBORO ROAD MIDDLE SCHOOL,42,0303,North Syracuse CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060000,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060002,FREMONT ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420401060002,FREMONT ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420401060002,FREMONT ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060003,EAST SYRACUSE ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060004,WOODLAND ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060009,MINOA ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Black or African American
420401060009,MINOA ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420401060009,MINOA ELEMENTARY SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420401060010,PINE GROVE MIDDLE SCHOOL,42,0401,East Syracuse-Minoa CSD,2015,Elementary/Middle-Level MATH,Migrant
420411060000,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Migrant
420411060002,JAMESVILLE ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420411060002,JAMESVILLE ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Hispanic or Latino
420411060002,JAMESVILLE ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420411060002,JAMESVILLE ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Migrant
420411060003,MOSES DEWITT ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420411060003,MOSES DEWITT ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420411060003,MOSES DEWITT ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Migrant
420411060004,TECUMSEH ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420411060004,TECUMSEH ELEMENTARY SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Migrant
420411060005,JAMESVILLE-DEWITT MIDDLE SCHOOL,42,0411,Jamesville-Dewitt CSD,2015,Elementary/Middle-Level MATH,Migrant
420501060000,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420501060000,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Migrant
420501060001,ELBRIDGE ELEMENTARY SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
420501060001,ELBRIDGE ELEMENTARY SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420501060001,ELBRIDGE ELEMENTARY SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Migrant
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,General Education
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Black or African American
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Hispanic or Latino
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Female
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Not Economically Disadvantaged
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Migrant
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Multiracial
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Not White
420501060004,JORDAN-ELBRIDGE MIDDLE SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420501060004,JORDAN-ELBRIDGE MIDDLE SCHOOL,42,0501,Jordan-Elbridge CSD,2015,Elementary/Middle-Level MATH,Migrant
420601040000,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420601040000,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Multiracial
420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Multiracial
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Migrant
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,42,0601,Fabius-Pompey CSD,2015,Elementary/Middle-Level MATH,Multiracial
420701060000,WESTHILL CENTRAL SCHOOL DISTRICT,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Migrant
420701060002,CHERRY ROAD ELEMENTARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420701060002,CHERRY ROAD ELEMENTARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Migrant
420701060003,WALBERTA PARK PRIMARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420701060003,WALBERTA PARK PRIMARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Black or African American
420701060003,WALBERTA PARK PRIMARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420701060003,WALBERTA PARK PRIMARY SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Migrant
420701060004,ONONDAGA HILL MIDDLE SCHOOL,42,0701,Westhill CSD,2015,Elementary/Middle-Level MATH,Migrant
420702030000,SOLVAY UNION FREE SCHOOL DISTRICT,42,0702,Solvay UFSD,2015,Elementary/Middle-Level MATH,Migrant
420702030001,SOLVAY ELEMENTARY SCHOOL,42,0702,Solvay UFSD,2015,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
420702030001,SOLVAY ELEMENTARY SCHOOL,42,0702,Solvay UFSD,2015,Elementary/Middle-Level MATH,Migrant
420702030007,SOLVAY MIDDLE SCHOOL,42,0702,Solvay UFSD,2015,Elementary/Middle-Level MATH,Migrant
420807040000,LAFAYETTE CENTRAL SCHOOL DISTRICT,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420807040000,LAFAYETTE CENTRAL SCHOOL DISTRICT,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Migrant
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Asian or Native Hawaiian/Other Pacific Islander
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Black or African American
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Hispanic or Latino
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,White
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Migrant
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Multiracial
420807040002,ONONDAGA NATION SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Not American Indian or Alaska Native
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Black or African American
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Migrant
420807040004,C GRANT GRIMSHAW SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Black or African American
420807040004,C GRANT GRIMSHAW SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420807040004,C GRANT GRIMSHAW SCHOOL,42,0807,Lafayette CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060000,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060002,HARRY E ELDEN ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420901060002,HARRY E ELDEN ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060004,L PEARL PALMER ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420901060004,L PEARL PALMER ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060005,VAN BUREN ELEMENTARY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060006,THEODORE R DURGEE JUNIOR HIGH SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060008,MAE E REYNOLDS SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
420901060008,MAE E REYNOLDS SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
420901060009,DONALD S RAY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
420901060009,DONALD S RAY SCHOOL,42,0901,Baldwinsville CSD,2015,Elementary/Middle-Level MATH,Migrant
421001060000,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,42,1001,Fayetteville-Manlius CSD,2015,Elementary/Middle-Level MATH,Migrant
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,42,1001,Fayetteville-Manlius CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,42,1001,Fayetteville-Manlius CSD,2015,Elementary/Middle-Level MATH,Limited English Proficient
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,42,1001,Fayetteville-Manlius CSD,2015,Elementary/Middle-Level MATH,Migrant
421001060005,EAGLE HILL MIDDLE SCHOOL,42,1001,Fayetteville-Manlius CSD,2015,Elementary/Middle-Level MATH,American Indian or Alaska Native
