School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
WESTPORT CENTRAL SCHOOL DISTRICT,WESTPORT CENTRAL SCHOOL,Essex,Public School,73,No,0,0,0,65,Yes,09/24/2016,65,8,Yes,Yes,10/11/2016,http://www.westportcs.org,151601040001,25 SISCO ST,WESTPORT,NY,12993,10/19/2016,10/19/2016,"(44.166026, -73.685145)","25 SISCO ST
WESTPORT, NY 12993
(44.18551687400003, -73.44436621099999)"
WHITNEY POINT CENTRAL SCHOOL DISTRICT,CARYL E ADAMS PRIMARY SCHOOL,Broome,Public School,44,No,44,0,0,0,Yes,03/31/2016,44,0,No,Yes,04/13/2016,http://www.wpcsd.org/,031401060005,KEIBEL RD,WHITNEY POINT,NY,13862,10/20/2016,10/20/2016,"(42.122015, -75.933191)","KEIBEL RD WHITNEY POINT, NY 13862
(42.32790099500005, -75.97050724199994)"
TRUMANSBURG CENTRAL SCHOOL,CHARLES O DICKERSON H S,Tompkins,Public School,81,No,0,0,0,81,Yes,10/26/2016,,,No,No,,http://www.trumansburgschools.org,611001040002,100 WHIG ST,TRUMANSBURG,NY,14886,11/10/2016,,"(42.461024, -76.478784)","100 WHIG ST
TRUMANSBURG, NY 14886
(42.538462709000044, -76.65369594799995)"
SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,SUSQUEHANNA VALLEY SHS,Broome,Public School,155,No,0,0,0,156,Yes,10/21/2016,124,31,Yes,Yes,12/20/2016,http://svsabers.org,030601060006,1040 CONKLIN RD,CONKLIN,NY,13748,12/20/2016,12/20/2016,"(42.122015, -75.933191)","1040 CONKLIN RD
CONKLIN, NY 13748
(42.07804775100004, -75.82285106199998)"
WALLKILL CENTRAL SCHOOL,OSTRANDER ELEM SCHOOL,Ulster,Public School,113,No,10,0,0,103,Yes,09/10/2016,70,43,Yes,Yes,09/26/2016,http://www.wallkillcsd.k12.ny.us,621801060003,137 VIOLA AVE,WALLKILL,NY,12589,10/07/2016,10/07/2016,"(41.848374, -74.099412)","137 VIOLA AVE
WALLKILL, NY 12589
(41.60535397700005, -74.17449031299998)"
WILLIAM FLOYD U F SCHOOL,NATHANIEL WOODHULL ELEMENTARY SCHOOL,Suffolk,Public School,165,No,37,0,0,128,Yes,10/18/2016,141,24,Yes,Yes,10/20/2016,http://www.wfsd.k12.ny.us/index.php/2016/08/proactive-water-quality-testing/,580232030011,6 FRANCIS LANDAU PLACE,SHIRLEY,NY,11967,11/12/2016,11/12/2016,"(40.820237, -73.119032)","6 FRANCIS LANDAU PLACE
SHIRLEY, NY 11967
(40.78228392500006, -72.85571102099993)"
YONKERS CITY SCHOOLS,SCHOOL 21,Westchester,Public School,33,No,7,0,0,24,Yes,09/30/2016,29,4,Yes,No,,http://www.yonkerspublicschools.org,662300010021,LEE AVE,YONKERS,NY,10705,11/22/2016,11/22/2016,"(41.039278, -73.805386)","LEE AVE YONKERS, NY 10705
(40.91950553500004, -73.89849957599995)"
SIDNEY CENTRAL SCHOOL DISTRICT,SIDNEY ES,Delaware,Public School,31,No,0,0,0,31,Yes,09/28/2016,31,0,Yes,Yes,12/20/2016,http://www.sidneycsd.org,121601060002,15 PEARL ST E,SIDNEY,NY,13838,12/19/2016,12/20/2016,"(42.242972, -74.997944)","15 PEARL ST E
SIDNEY, NY 13838
(42.306067787000075, -75.38657028199998)"
WEST IRONDEQUOIT CENTRAL SCHOOL,BROOKVIEW SCHOOL,Monroe,Public School,33,No,3,0,0,33,Yes,10/26/2016,30,1,Yes,Yes,12/07/2016,http://www.westirondequoit.org/,260803060012,300 BROOKVIEW DR,ROCHESTER,NY,14617,10/31/2016,12/12/2016,"(43.161748, -77.620143)","300 BROOKVIEW DR
ROCHESTER, NY 14617
(43.20411183900006, -77.59416044499994)"
YONKERS CITY SCHOOLS,WESTCHESTER HILLS SCHOOL 29,Westchester,Public School,103,No,53,0,0,46,Yes,09/23/2016,99,4,Yes,No,,http://www.yonkerspublicschools.org,662300010029,ROXBURY + ALLENDALE,YONKERS,NY,10710,11/22/2016,11/22/2016,"(41.039278, -73.805386)","ROXBURY ALLENDALE YONKERS, NY 10710
(40.957260244000054, -73.83583944299994)"
SALEM CENTRAL SCHOOL,SALEM ELEM SCHOOL,Washington,Public School,198,No,0,0,0,198,Yes,10/21/2016,25,4,Yes,Yes,10/21/2016,http://salemcsd.org,641501040002,41 E BROADWAY,SALEM,NY,12865,11/29/2016,11/21/2016,"(43.289513, -73.454761)","41 E BROADWAY
SALEM, NY 12865
(43.17304686800003, -73.32289428599995)"
SOUTH JEFFERSON CENTRAL SCHOOL,SOUTH JEFFERSON MIDDLE SCHOOL,Jefferson,Public School,48,No,20,0,0,28,Yes,10/18/2016,45,3,Yes,Yes,12/12/2016,http://www.spartanpride.org/,220101040006,11060 US RT. 11,ADAMS,NY,13605,12/19/2016,12/19/2016,"(44.019295, -75.898971)","11060 US
ADAMS, NY 13605
(43.80923464800003, -76.02330301399996)"
SAGAPONACK COMMON SCHOOL,SAGAPONACK SCHOOL,Suffolk,Public School,1,No,1,0,0,0,Yes,06/07/2016,1,0,No,Yes,06/14/2016,http://www.sagaponackschool.com,580910080001,MAIN ST,SAGAPONACK,NY,11962,11/08/2016,11/08/2016,"(40.820237, -73.119032)","MAIN ST SAGAPONACK, NY 11962
(40.930347976000064, -72.27874431699996)"
WAYLAND-COHOCTON CENTRAL SCHOOL DIST,WAYLAND-COHOCTON MIDDLE SCHOOL,Steuben,Public School,61,No,61,0,0,0,Yes,05/27/2016,61,0,Yes,Yes,10/06/2016,http://WCCSk12.ORG,573002040003,2350 RT 63,WAYLAND,NY,14572,11/03/2016,11/03/2016,"(42.270053, -77.324618)","2350 RT
WAYLAND, NY 14572
(42.56677854000003, -77.59284057799994)"
WEST SENECA CENTRAL SCHOOL,WEST SENECA EAST MIDDLE SCHOOL,Erie,Public School,169,No,0,0,0,169,Yes,10/29/2016,151,12,Yes,Yes,01/04/2017,http://www.wscschools.org,142801060005,1445 CENTER RD,WEST SENECA,NY,14224,11/11/2016,01/20/2017,"(42.888143, -78.795544)","1445 CENTER RD WEST
SENECA, NY 14224
(42.839264823000065, -78.72903611099997)"
WAYNE CENTRAL SCHOOL,THOMAS C ARMSTRONG MID SCH,Wayne,Public School,58,No,21,0,0,37,Yes,10/29/2016,58,0,Yes,Yes,11/29/2016,http://www.wayne.k12.ny.us,650801060005,6076 ONTARIO CENTER RD,ONTARIO CENTER,NY,14520,11/10/2016,11/29/2016,"(43.144336, -77.117995)","6076 ONTARIO CENTER RD ONTARIO CENTER
NY 14520
(43.226251028000036, -77.30590149699998)"
SPACKENKILL UNION FREE SCHOOL,HAGAN SCHOOL,Dutchess,Public School,107,No,1,0,0,107,Yes,09/16/2015,103,4,Yes,Yes,11/04/2016,http://www.spackenkillschools.org/,131602020001,42 HAGAN DR,POUGHKEEPSIE,NY,12603,12/02/2016,11/15/2016,"(41.686216, -73.840468)","42 HAGAN DR
POUGHKEEPSIE, NY 12603
(41.65449862400004, -73.90935705499999)"
WILLIAMSVILLE CENTRAL SCHOOL,DODGE ES,Erie,Public School,111,No,0,0,0,111,Yes,09/24/2016,98,13,Yes,Yes,10/24/2016,http://www.williamsvillek12.org/,140203060002,1900 DODGE RD,EAST AMHERST,NY,14051,10/26/2016,10/26/2016,"(42.888143, -78.795544)","1900 DODGE RD EAST
AMHERST, NY 14051
(43.03227505800004, -78.72665936299995)"
SODUS CENTRAL SCHOOL,SODUS PRIMARY SCHOOL,Wayne,Public School,83,No,0,0,0,83,Yes,10/20/2016,66,17,Yes,Yes,10/20/2016,http://www.soduscsd.org,651201060001,NEWARK RD,SODUS,NY,14551,12/12/2016,12/12/2016,"(43.144336, -77.117995)","NEWARK RD SODUS, NY 14551
(43.23749346900007, -77.06478149199995)"
SCHOHARIE CENTRAL SCHOOL,SCHOHARIE H S,Schoharie,Public School,157,No,0,0,0,157,Yes,09/30/2016,157,0,Yes,Yes,10/20/2016,http://www.schoharieschools.org,541201040003,MAIN ST,SCHOHARIE,NY,12157,12/13/2016,10/27/2016,"(42.643426, -74.434606)","MAIN ST SCHOHARIE, NY 12157
(42.66628653500004, -74.31135755099996)"
SHENENDEHOWA CENTRAL SCHOOL,ACADIA MIDDLE SCHOOL,Saratoga,Public School,53,No,0,0,0,53,Yes,09/24/2016,60,11,Yes,Yes,11/29/2016,http://www.shenet.org,520302060011,970 RT 146,CLIFTON PARK,NY,12065,10/19/2016,12/01/2016,"(43.00894, -73.786779)","970 RT 146 CLIFTON PARK
NY 12065
(42.86871202700007, -73.80838453699994)"
UNIONDALE UNION FREE SCHOOL,UNIONDALE H S,Nassau,Public School,50,No,49,0,0,0,Yes,06/18/2016,49,1,Yes,Yes,09/28/2016,http://district.uniondaleschools.org/,280202030010,933 GOODRICH ST,UNIONDALE,NY,11553,11/02/2016,11/02/2016,"(40.715749, -73.601185)","933 GOODRICH ST
UNIONDALE, NY 11553
(40.70507816600008, -73.58065323399995)"
SPENCERPORT CENTRAL SCHOOL,TERRY TAYLOR ELEM SCHOOL,Monroe,Public School,99,No,0,84,0,0,Yes,08/02/2016,84,15,Yes,Yes,08/02/2016,,261001060006,399 OGDEN PARMA TWN,SPENCERPORT,NY,14559,11/01/2016,11/01/2016,"(43.161748, -77.620143)","399 OGDEN
PARMA TWN SPENCERPORT, NY 14559
(43.18787577200004, -77.80043326099997)"
ROSLYN UNION FREE SCHOOL,HARBOR HILL SCHOOL,Nassau,Public School,41,This school has one or more lead-free buildings,39,0,0,0,Yes,05/18/2016,39,2,Yes,Yes,09/14/2016,http://www.roslynschools.org,280403030007,GLEN COVE RD,GREENVALE,NY,11548,11/07/2016,11/07/2016,"(40.715749, -73.601185)","GLEN COVE RD GREENVALE, NY 11548
(40.81862767900003, -73.59079067899995)"
WHITE PLAINS CITY SCHOOLS,CHURCH STREET SCHOOL,Westchester,Public School,109,No,0,0,0,109,Yes,09/20/2016,103,6,Yes,Yes,09/27/2016,http://www.whiteplainspublicschools.org,662200010001,295 CHURCH ST,WHITE PLAINS,NY,10603,10/27/2016,10/27/2016,"(41.039278, -73.805386)","295 CHURCH ST WHITE PLAINS
NY 10603
(41.041620323000075, -73.77069625799999)"
ROCHESTER CITY SCHOOLS,SCHOOL  2 CLARA BARTON,Monroe,Public School,87,No,61,0,0,43,Yes,12/19/2016,82,5,Yes,Yes,12/22/2016,http://rcsdk12.org,261600010002,190 REYNOLDS ST,ROCHESTER,NY,14608,01/03/2017,01/03/2017,"(43.161748, -77.620143)","190 REYNOLDS ST
ROCHESTER, NY 14608
(43.144800159000056, -77.62603312999994)"
YONKERS CITY SCHOOLS,PALISADE PREP SCHOOL,Westchester,Public School,84,No,20,0,0,62,Yes,10/29/2016,82,2,Yes,No,,http://www.yonkerspublicschools.org,662300010056,190 N BROADWAY,YONKERS,NY,10701,11/22/2016,11/22/2016,"(41.039278, -73.805386)","190 N BROADWAY
YONKERS, NY 10701
(40.94133884400003, -73.89487762899995)"
UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,UNION ENDICOTT SHS,Broome,Public School,358,No,0,0,0,358,Yes,10/27/2016,222,136,Yes,Yes,12/08/2016,http://www.uek12.org/,031501060012,1200 E MAIN ST,ENDICOTT,NY,13760,12/13/2016,12/09/2016,"(42.122015, -75.933191)","1200 E MAIN ST
ENDICOTT, NY 13760
(42.09831288600003, -76.04870935199995)"
SKANEATELES CENTRAL SCHOOL,SKANEATELES MIDDLE SCHOOL,Onondaga,Public School,96,No,18,0,0,76,Yes,10/08/2016,60,16,Yes,Yes,01/02/2017,http://www.skanschools.org,421601060005,EAST ST,SKANEATELES,NY,13152,12/27/2016,01/03/2017,"(43.065629, -76.168033)","EAST ST SKANEATELES, NY 13152
(42.947146177000036, -76.43071579499997)"
SOUTHAMPTON UNION FREE SCHOOL,SOUTHAMPTON ELEM SCHOOL,Suffolk,Public School,115,No,54,0,0,61,Yes,09/27/2016,115,0,Yes,Yes,10/03/2016,http://www.southamptonschools.org/index.cfm,580906030001,30 PINE ST,SOUTHAMPTON,NY,11968,11/11/2016,11/11/2016,"(40.820237, -73.119032)","30 PINE ST
SOUTHAMPTON, NY 11968
(40.88667997500005, -72.38680636799995)"
TACONIC HILLS CENTRAL SCHOOL,TACONIC HILLS SHS,Columbia,Public School,130,No,0,0,0,130,Yes,10/28/2016,130,65,Yes,Yes,10/28/2016,http://www.taconichills.k12.ny.us/district/water.htm,100501040003,TACONIC HILLS SHS,CRARYVILLE,NY,12521,11/01/2016,11/01/2016,"(42.276913, -73.682168)","TACONIC HILLS SHS CRARYVILLE, NY 12521
(42.14943701300007, -73.59024684499997)"
WARRENSBURG CENTRAL SCHOOL,WARRENSBURG ELEM SCHOOL,Warren,Public School,73,No,0,0,0,73,Yes,09/30/2016,67,6,Yes,Yes,10/26/2016,http://www.wcsd.org,631201040002,1 JAMES ST,WARRENSBURG,NY,12885,11/02/2016,11/02/2016,"(43.403024, -73.716044)","1 JAMES ST
WARRENSBURG, NY 12885
(43.49276209200008, -73.77435794599995)"
SOLVAY UNION FREE SCHOOL,SOLVAY ELEM SCHOOL,Onondaga,Public School,78,No,68,0,0,10,Yes,09/29/2016,76,2,Yes,Yes,11/16/2016,http://www.solvayschools.org,420702030001,701 WOODS RD,SOLVAY,NY,13209,01/03/2017,01/03/2017,"(43.065629, -76.168033)","701 WOODS RD
SOLVAY, NY 13209
(43.05801218700003, -76.20843992099998)"
SCOTIA GLENVILLE CENT SCH,GLENDAAL SCHOOL,Schenectady,Public School,80,No,0,0,0,80,Yes,10/26/2016,57,23,Yes,Yes,10/26/2016,http://www.scotiaglenviileschools.net,530202060002,R D 2 SACANDAGA RD,SCOTIA,NY,12302,10/27/2016,10/27/2016,"(42.809233, -73.946838)","2 SACANDAGA RD
SCOTIA, NY 12302
(42.827476610000076, -73.96674094199994)"
SYRACUSE CITY SCHOOLS,LEMOYNE SCHOOL,Onondaga,Public School,61,No,0,0,0,61,Yes,09/17/2016,60,1,Yes,Yes,11/16/2016,http://www.syracusecityschools.com,421800010012,1528 LEMOYNE AVE,SYRACUSE,NY,13208,11/10/2016,11/18/2016,"(43.065629, -76.168033)","1528 LEMOYNE AVE
SYRACUSE, NY 13208
(43.08252754500006, -76.14974170999994)"
WATERLOO CENTRAL SCHOOL,SKOI-YASE SCHOOL,Seneca,Public School,96,No,0,0,0,96,Yes,09/21/2016,85,11,Yes,Yes,10/13/2016,http://www.waterloocsd.org,561006060004,65 FAYETTE ST,WATERLOO,NY,13166,01/20/2017,01/20/2017,"(42.833627, -76.82753)","65 FAYETTE ST
WATERLOO, NY 13166
(42.89615466200007, -76.86347085599994)"
WATERTOWN CITY SCHOOLS,WATERTOWN S H S,Jefferson,Public School,93,No,39,0,0,0,Yes,10/18/2016,73,20,Yes,Yes,12/27/2016,http://www.watertowncsd.org/,222000010016,1335 WASHINGTON ST,WATERTOWN,NY,13601,12/30/2016,12/30/2016,"(44.019295, -75.898971)","1335 WASHINGTON ST
WATERTOWN, NY 13601
(43.95786482700004, -75.91392353599997)"
SOUTH GLENS FALLS CENTRAL SCHOOL,HARRISON AVENUE ELEM SCHOOL,Saratoga,Public School,87,No,0,0,0,87,Yes,09/26/2016,68,19,Yes,Yes,10/06/2016,http://www.sgfcsd.org,521401040003,68 HARRISON AVE,SOUTH GLENS FALLS,NY,12801,11/07/2016,11/07/2016,"(43.00894, -73.786779)","68 HARRISON AVE SOUTH GLENS FALLS
NY 12801
(43.312475394000046, -73.65844923399999)"
SARATOGA SPRINGS CITY SCHOOLS,DIVISION STREET SCHOOL,Saratoga,Public School,83,No,0,0,0,83,Yes,09/23/2016,73,10,Yes,Yes,10/17/2016,http://www.saratogaschools.org,521800010009,220 DIVISION ST,SARATOGA SPRINGS,NY,12866,12/08/2016,12/08/2016,"(43.00894, -73.786779)","220 DIVISION ST SARATOGA SPRINGS
NY 12866
(43.08202696300003, -73.79740060299997)"
SCHENECTADY CITY SCHOOLS,MARTIN LUTHER KING SCHOOL,Schenectady,Public School,50,No,0,1,0,50,Yes,09/24/2016,48,2,Yes,Yes,10/12/2016,http://www.schenectady.k12.ny.us/,530600010008,918 STANLEY ST,SCHENECTADY,NY,12307,11/10/2016,11/10/2016,"(42.809233, -73.946838)","918 STANLEY ST
SCHENECTADY, NY 12307
(42.802316233000056, -73.93449994799994)"
STARPOINT CENTRAL SCHOOL,REGAN INTERMEDIATE SCHOOL,Niagara,Public School,117,No,0,0,0,117,Yes,09/21/2016,116,1,Yes,Yes,10/24/2016,http://www.starpointcsd.org/,401001060005,4363 MAPLETON ROAD,LOCKPORT,NY,14094,11/17/2016,11/17/2016,"(43.134634, -78.856419)","4363 MAPLETON ROAD
LOCKPORT, NY 14094
(43.122896283000046, -78.81061167299998)"
WEST GENESEE CSD AT CAMILLUS,EAST HILL ELEM SCHOOL,Onondaga,Public School,97,No,5,0,0,92,Yes,09/19/2016,96,1,Yes,Yes,12/09/2016,http://www.westgenesee.org,420101060001,401 BLACKMORE RD,CAMILLUS,NY,13031,12/01/2016,12/12/2016,"(43.065629, -76.168033)","401 BLACKMORE RD
CAMILLUS, NY 13031
(43.03430173400005, -76.28478937299997)"
POUGHKEEPSIE CITY SCHOOLS,GOV GEORGE CLINTON SCHOOL,Dutchess,Public School,,No,,,,,No,,,,No,No,,,131500010003,100 MONTGOMERY ST,POUGHKEEPSIE,NY,12601,,,"(41.686216, -73.840468)","100 MONTGOMERY ST
POUGHKEEPSIE, NY 12601
(41.69918751800003, -73.92644610999997)"
RUSH HENRIETTA CENTRAL SCHOOL,GOOD SHEPHERD SCHOOL (VOLLMER),Monroe,Public School,35,No,7,0,0,29,Yes,04/12/2016,35,0,Yes,Yes,05/03/2016,http://www.rhnet.org,261701060016,3288 EAST HENRIETTA ROAD,HENRIETTA,NY,14467,12/29/2016,12/29/2016,"(43.161748, -77.620143)","3288 EAST HENRIETTA ROAD
HENRIETTA, NY 14467
(43.056043600000066, -77.61415983799998)"
TROY CITY SCHOOLS,P S 18,Rensselaer,Public School,32,No,0,0,0,29,Yes,09/29/2016,25,4,Yes,Yes,11/18/2016,http://www.troycsd.org,491700010018,412 Hoosick Street,TROY,NY,12180,01/18/2017,01/18/2017,"(42.70098, -73.628669)","412 Hoosick Street
TROY, NY 12180
(42.73850326200005, -73.66075104299995)"
UNIONDALE UNION FREE SCHOOL,CALIFORNIA AVENUE SCHOOL,Nassau,Public School,30,No,24,0,0,0,Yes,06/17/2016,24,6,Yes,Yes,09/28/2016,http://district.uniondaleschools.org/district_resources,280202030003,236 CALIFORNIA AVE,UNIONDALE,NY,11553,11/07/2016,11/07/2016,"(40.715749, -73.601185)","236 CALIFORNIA AVE
UNIONDALE, NY 11553
(40.710129823000045, -73.59830009099994)"
POTSDAM CENTRAL SCHOOL,LAWRENCE AVENUE ELEM SCHOOL,Saint Lawrence,Public School,162,No,0,0,0,162,Yes,09/14/2016,151,11,Yes,Yes,11/16/2016,https://sites.google.com/a/potsdam.k12.ny.us/home/la,512902060002,29 LEROY ST,POTSDAM,NY,13676,10/17/2016,11/17/2016,"(44.689468, -75.242045)","29 LEROY ST
POTSDAM, NY 13676
(44.67382072300006, -74.98137184699993)"
SARATOGA SPRINGS CITY SCHOOLS,CAROLINE STREET SCHOOL,Saratoga,Public School,75,No,0,0,0,75,Yes,09/27/2016,74,1,Yes,Yes,11/04/2016,http://www.saratogaschools.org,521800010008,310 CAROLINE ST,SARATOGA SPRINGS,NY,12866,10/27/2016,01/10/2017,"(43.00894, -73.786779)","310 CAROLINE ST SARATOGA SPRINGS
NY 12866
(43.08144174500006, -73.76709783599995)"
WHITE PLAINS CITY SCHOOLS,MAMARONECK AVENUE SCHOOL,Westchester,Public School,106,No,0,0,0,106,Yes,09/28/2016,100,6,Yes,Yes,09/28/2016,http://www.whiteplainspublicschools.org,662200010003,7 NOSBAND AVE,WHITE PLAINS,NY,10605,10/27/2016,10/27/2016,"(41.039278, -73.805386)","7 NOSBAND AVE WHITE PLAINS
NY 10605
(41.02114290500003, -73.75972944899996)"
SO. HUNTINGTON SCHOOL DISTRICT,MAPLEWOOD ELEM SCHOOL,Suffolk,Public School,90,No,45,0,0,44,Yes,09/30/2016,,,No,No,,http://shufsd.org,580413030012,SCHOOL LN,HUNTINGTON STATION,NY,11746,11/04/2016,,"(40.820237, -73.119032)","SCHOOL LN HUNTINGTON STATION, NY 11746
(40.83174819800007, -73.41423080299995)"
ROCHESTER CITY SCHOOLS,SCHOOL  1 MARTIN B ANDERSON,Monroe,Public School,47,No,39,0,0,4,Yes,10/10/2016,47,0,Yes,Yes,10/13/2016,http://rcsdk12.org,261600010001,85 HILLSIDE AVE,ROCHESTER,NY,14610,01/03/2017,01/03/2017,"(43.161748, -77.620143)","85 HILLSIDE AVE
ROCHESTER, NY 14610
(43.14337261400004, -77.56292615499996)"
SHERRILL CITY SCHOOLS,E A MC ALLISTER ELEM SCHOOL,Oneida,Public School,53,No,0,0,0,53,Yes,09/21/2016,52,1,Yes,Yes,12/29/2016,http://www.vvsschools.org,412000050006,217 KINSLEY ST,SHERRILL,NY,13461,11/10/2016,01/03/2017,"(43.149482, -75.361773)","217 KINSLEY ST
SHERRILL, NY 13461
(43.071641165000074, -75.60086912999998)"
ROME CITY SCHOOLS,RIDGE MILLS SCHOOL,Oneida,Public School,72,No,0,0,0,72,Yes,10/05/2016,71,1,Yes,Yes,12/15/2016,http://www.romecsd.org,411800010013,7841 Ridge Mills Road,ROME,NY,13440,11/17/2016,12/30/2016,"(43.149482, -75.361773)","7841 Ridge Mills Road
ROME, NY 13440
(43.24194141100003, -75.43825528199994)"
UTICA CITY SCHOOLS,DONOVAN MIDDLE SCHOOL,Oneida,Public School,173,No,0,0,0,173,Yes,10/21/2016,138,13,Yes,Yes,12/29/2016,http://uticaschools.org/Donovan,412300010022,1701 NOYES ST,UTICA,NY,13502,12/02/2016,01/04/2017,"(43.149482, -75.361773)","1701 NOYES ST
UTICA, NY 13502
(43.10240386900006, -75.26104166299996)"
SHENENDEHOWA CENTRAL SCHOOL,ORENDA ELEM SCHOOL,Saratoga,Public School,80,No,0,0,0,80,Yes,09/24/2016,66,14,Yes,Yes,10/14/2016,http://www.shenet.org,520302060006,970 ROUTE 146,CLIFTON PARK,NY,12065,10/19/2016,10/18/2016,"(43.00894, -73.786779)","970 ROUTE 146 CLIFTON PARK
NY 12065
(42.86871202700007, -73.80838453699994)"
POUGHKEEPSIE CITY SCHOOLS,WARRING MAGNET ACAD OF SCITTECH,Dutchess,Public School,,No,,,,,No,,,,No,No,,,131500010001,283 MANSION ST,POUGHKEEPSIE,NY,12601,,,"(41.686216, -73.840468)","283 MANSION ST
POUGHKEEPSIE, NY 12601
(41.70526694200004, -73.91567075099994)"
WEST BABYLON UNION FREE SCHOOL,JOHN F KENNEDY SCHOOL,Suffolk,Public School,78,No,40,0,0,33,Yes,09/23/2016,71,7,Yes,Yes,10/25/2016,http://www.wbschools.org,580102030002,175 BROOKVALE AVE,W BABYLON,NY,11704,10/28/2016,10/28/2016,"(40.820237, -73.119032)","175 BROOKVALE AVE W
BABYLON, NY 11704
(40.68981019300003, -73.34834618999997)"
QUEENSBURY UNION FREE SCHOOL,QUEENSBURY 4TH & 5TH,Warren,Public School,57,No,0,0,0,57,Yes,09/20/2016,57,0,Yes,Yes,12/06/2016,http://www.queensburyschool.org/watertesting,630902030004,425 AVIATION RD,QUEENSBURY,NY,12804,11/04/2016,12/07/2016,"(43.403024, -73.716044)","425 AVIATION RD
QUEENSBURY, NY 12804
(43.329396538000026, -73.69059938899994)"
U F S D OF THE TARRYTOWNS,WASHINGTON IRVING ES,Westchester,Public School,12,No,1,0,0,0,Yes,10/17/2016,,,No,No,,http://TUFSD.org,660401030006,103 N BROADWAY + FRANKLIN,TARRYTOWN,NY,10591,12/02/2016,,"(41.039278, -73.805386)","103 N BROADWAY
FRANKLIN TARRYTOWN, NY 10591
(41.07979842300006, -73.85777635999995)"
RYE NECK UNION FREE SCHOOL,F E BELLOWS ELEM SCHOOL,Westchester,Public School,62,No,0,0,0,52,Yes,09/19/2016,52,10,Yes,Yes,09/28/2016,http://www.ryeneck.com,661901030001,200 CARROLL AVE,MAMARONECK,NY,10543,11/09/2016,11/09/2016,"(41.039278, -73.805386)","200 CARROLL AVE
MAMARONECK, NY 10543
(40.954240137000056, -73.72574469999995)"
WHEATLAND CHILI CENTRAL SCHOOL,WHEATLAND CHILI H S,Monroe,Public School,17,No,17,0,0,0,Yes,03/29/2016,17,0,No,Yes,04/05/2016,http://www.wheatland.k12.ny.us,262001040003,940 NORTH RD,SCOTTSVILLE,NY,14546,10/11/2016,10/11/2016,"(43.161748, -77.620143)","940 NORTH RD
SCOTTSVILLE, NY 14546
(43.02800435800003, -77.76703372099996)"
WELLS CENTRAL SCHOOL,WELLS SCHOOL,Hamilton,Public School,8,No,8,0,0,0,Yes,03/29/2016,8,0,Yes,Yes,04/11/2016,http://www.wellscsd.org,200901040001,ROUTE 30,WELLS,NY,12190,10/06/2016,10/06/2016,"(43.618468, -74.395268)","30 WELLS
NY 12190
(43.43069303400006, -74.26690559599996)"
RONDOUT VALLEY CENTRAL SCHOOL,RONDOUT VALLEY INTERMEDIATE/MIDDLE SCHOOL,Ulster,Public School,177,No,0,0,0,177,Yes,09/21/2016,133,44,Yes,Yes,10/31/2016,http://www.rondout.k12.ny.us,620901060008,122 KYSERIKE RD,ACCORD,NY,12404,12/07/2016,12/07/2016,"(41.848374, -74.099412)","122 KYSERIKE RD
ACCORD, NY 12404
(41.78664467900006, -74.23030567899997)"
SPRINGVILLE-GRIFF INST CENTRAL SCHOOL,GRIFFITH INST MS,Erie,Public School,76,No,0,0,0,76,Yes,10/06/2016,39,37,Yes,Yes,12/22/2016,http://www.springvillegi.org,141101060004,267 NEWMAN ST,SPRINGVILLE,NY,14141,12/28/2016,12/28/2016,"(42.888143, -78.795544)","267 NEWMAN ST
SPRINGVILLE, NY 14141
(42.51575811300006, -78.65592320299999)"
WATERVILLE CENTRAL SCHOOL,WATERVILLE JSHS,Oneida,Public School,124,No,0,0,0,124,Yes,10/14/2016,84,41,Yes,Yes,01/04/2017,http://www.watervillecsd.org,411902040003,381 MADISON ST,WATERVILLE,NY,13480,10/31/2016,01/05/2017,"(43.149482, -75.361773)","381 MADISON ST
WATERVILLE, NY 13480
(42.92616351500004, -75.39279009799998)"
WAVERLY CENTRAL SCHOOL,WAVERLY HIGH SCHOOL,Tioga,Public School,12,This school has one or more lead-free buildings,12,0,0,12,Yes,03/24/2016,,,No,No,,http://waverlyschools.com,600101060006,1 FREDERICK ST,WAVERLY,NY,14892,01/03/2017,,"(42.120252, -76.29595)","1 FREDERICK ST
WAVERLY, NY 14892
(42.013414098000055, -76.53379137599995)"
PLATTSBURGH CITY SCHOOL DISTRICT,PLATTSBURGH SHS,Clinton,Public School,58,No,0,0,0,58,Yes,12/29/2016,,,No,No,,http://www.plattscsd.org,091200010006,RUGAR ST,PLATTSBURGH,NY,12901,12/30/2016,,"(44.731944, -73.548883)","RUGAR ST PLATTSBURGH, NY 12901
(44.69779566200003, -73.45542933999997)"
